Registro Temperaturas
1,0,50,80,400,
1,1,51,81,401,
1,2,52,82,402,
1,3,53,83,403,
1,4,54,84,404,
1,5,55,85,405,
1,6,56,86,406,
1,7,4,87,407,
1,8,58,88,408,
1,9,59,89,409,
1,10,60,90,410,
1,11,61,91,411,
1,12,62,92,412,
1,13,876,93,413,
1,14,64,94,414,
1,15,65,95,415,
1,16,66,96,416,
1,17,67,97,417,
1,18,68,98,418,
1,19,69,99,419,
1,20,70,100,420,
1,21,71,101,421,
1,22,72,102,422,
1,23,73,103,423,
1,24,74,104,424,
2,0,20,50,500,
2,1,21,51,501,
2,2,22,52,502,
2,3,23,53,503,
2,4,24,54,504,
2,5,25,55,505,
2,6,26,56,506,
2,7,27,57,507,
2,8,28,58,508,
2,9,29,59,509,
2,10,30,60,510,
2,11,31,61,511,
2,12,32,62,512,
2,13,33,63,513,
2,14,34,64,514,
2,15,35,65,515,
2,16,36,66,516,
2,17,37,67,517,
2,18,38,68,518,
2,19,39,69,519,
2,20,40,70,520,
2,21,41,71,521,
2,22,42,72,522,
2,23,43,73,523,
2,24,44,74,524,
